scenario,prod_load_zone,bio_atr_ccs,bio_smr,bio_smr_ccs,biomass_gas,coal_gas,coal_gas_ccs,gas_atr_ccs,gas_pyrolysis,gas_smr,gas_smr_ccs,grid_elz,soec_elz,solar_elz,wind_elz
Clean Air,AZ_APS_E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3597900151195461,0.0,0.0,0.5538039113138254,0.0,0.36465121063931416,0.3087944738474541
Clean Air,AZ_APS_N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3538428253215596,0.0,0.0,0.47154274088194315,0.0,0.36853719943866736,0.4148408520156212
Clean Air,AZ_APS_SW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3539144778501051,0.0,0.0,0.5273355760798322,0.488230687231455,0.39406865420330045,0.23547998252572971
Clean Air,AZ_NM_N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.355990681790151,0.0,0.0,0.5553254401071186,0.0,0.3433022369525171,0.2533106225094228
Clean Air,AZ_NW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3537528344671202,0.0,0.0,0.42472466278030835,0.0,0.3881689989527982,0.2900866572820948
Clean Air,AZ_PHX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.317750226366708,0.0,0.0,0.4643704526933032,0.0,0.4019632147757404,0.19456749723283712
Clean Air,AZ_SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3572731673088816,0.0,0.0,0.5062769596922857,0.0,0.3928374673627555,0.2918870450732877
Clean Air,CAN_ALB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.364506823286485,0.0,0.0,0.5121074515538202,0.0,0.27849409119631396,0.4351345195435301
Clean Air,CAN_BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36991444947836655,0.0,0.0,0.36494800200205585,0.0,0.2309712587565523,0.3104472871918267
Clean Air,CA_IID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3356384427538273,0.0,0.0,0.4610225763234463,0.0,0.440629156228783,0.29168749563722995
Clean Air,CA_LADWP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2935964468215714,0.0,0.0,0.4502850851150757,0.0,0.196175520774309,0.0
Clean Air,CA_PGE_BAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27646786985381316,0.0,0.0,0.48217889767250427,0.0,0.4164135347856763,0.41533081351763895
