scenario,prod_load_zone,bio_atr_ccs,bio_smr,bio_smr_ccs,biomass_gas,coal_gas,coal_gas_ccs,gas_atr_ccs,gas_pyrolysis,gas_smr,gas_smr_ccs,grid_elz,soec_elz,solar_elz,wind_elz
Bussiness as Usual,AZ_APS_E,0.0,0.06578142134731585,0.0,0.5519475725678314,0.5445377690205736,0.0,0.0,0.30775259723031273,0.49038153217573166,0.0,0.3259954921754491,0.0,0.20870570847694928,0.25067406371324974
Bussiness as Usual,AZ_APS_N,0.0,0.0653550825049966,0.0,0.0,0.5417897302054843,0.0,0.0,0.3048430808864068,0.4825206361597387,0.0,0.32598890270765274,0.0,0.22286207674161423,0.2341031059634702
Bussiness as Usual,AZ_APS_SW,0.0,0.0692835542584017,0.0,0.0,0.546742650703593,0.0,0.0,0.3067987576394484,0.48741651429640354,0.0,0.3217015834461031,0.344503104404157,0.22645849572958907,0.1365032876964177
Bussiness as Usual,AZ_NM_N,0.0,0.0644942445894491,0.0,0.0,0.5377645201297327,0.0,0.0,0.30502144992087515,0.4762777349004473,0.0,0.34026609264199414,0.0,0.22084647714972896,0.22123701878722857
Bussiness as Usual,AZ_NW,0.0,0.059745736239304605,0.0,0.0,0.547982543401753,0.0,0.0,0.3088563845812989,0.5096931514837167,0.0,0.3319595851382614,0.0,0.22702397650791226,0.18109502148549905
Bussiness as Usual,AZ_PHX,0.0,0.06848645704577908,0.0,0.0,0.5454826763657922,0.0,0.0,0.30848379344310484,0.48004865085591303,0.0,0.3169148415533448,0.0,0.22041440144357355,0.11251648511056508
Bussiness as Usual,AZ_SE,0.0,0.06892768783635396,0.0,0.0,0.5482641308134751,0.0,0.0,0.3113553667753956,0.5000563219083187,0.0,0.32465343664443963,0.0,0.2289752589790102,0.15698915920890746
Bussiness as Usual,CAN_ALB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3256391819376756,0.0,0.0,0.3061378683782909,0.0,0.20898526575417212,0.28752925271257296
Bussiness as Usual,CAN_BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3088827060688829,0.0,0.0,0.21713564355683626,0.0,0.1506448155169674,0.19079777705284356
Bussiness as Usual,CA_IID,0.0,0.06553638503716866,0.0,0.7675881101173783,0.5277921022002684,0.0,0.0,0.3096930882334408,0.5338541145927309,0.0,0.321137847589079,0.0,0.23582842717422414,0.12071236656117013
Bussiness as Usual,CA_LADWP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3216177494403301,0.0,0.0,0.32319341655877665,0.0,0.1560755652579377,0.0
Bussiness as Usual,CA_PGE_BAY,0.0,0.06900261527428588,0.0,0.0,0.0,0.0,0.0,0.3153519997603054,0.8999557211264277,0.0,0.32065209660999483,0.0,0.21896399695748733,0.1578724174567462
Bussiness as Usual,CA_PGE_CEN,0.0,0.06698153027502965,0.0,0.626335872229656,0.5353219759544214,0.0,0.0,0.30285309841514674,0.5588678947254335,0.0,0.29980752573472297,0.0,0.20739433295999088,0.0
Bussiness as Usual,CA_PGE_N,0.0,0.07321455886588112,0.0,0.8880935824089621,0.5515596095439872,0.0,0.0,0.3121846186898343,0.8999930333526491,0.0,0.30494002085239846,0.0,0.21552427444985947,0.2088797533078856
Bussiness as Usual,CA_PGE_S,0.0,0.06802457140248715,0.0,0.8996795926297505,0.5520517854244046,0.0,0.0,0.3120720759026192,0.8991622833835741,0.0,0.30942096897589677,0.3476672052275526,0.21129948132874501,0.0
Bussiness as Usual,CA_SCE_CEN,0.0,0.07102817715843734,0.0,0.0,0.5357155946252092,0.0,0.0,0.3084800600083163,0.5807346919705991,0.0,0.3248173090253806,0.0,0.2291038273308243,0.26090238062795906
Bussiness as Usual,CA_SCE_S,0.0,0.07625079794914208,0.0,0.0,0.5533016662394081,0.0,0.0,0.30962062209194663,0.8999500971626142,0.0,0.3298900233335502,0.0,0.2442694766308584,0.2723314777309036
Bussiness as Usual,CA_SCE_SE,0.0,0.0652882106084187,0.0,0.0,0.524906527619737,0.0,0.0,0.3068784821377137,0.5132547375876386,0.0,0.326896014640655,0.0,0.23394435351910464,0.0
Bussiness as Usual,CA_SCE_VLY,0.0,0.0677095554454045,0.0,0.8779709327052613,0.5321915916885552,0.0,0.0,0.30297110460949495,0.5066661600914675,0.0,0.29626959659552415,0.0,0.16647380082685537,0.0
Bussiness as Usual,CA_SDGE,0.0,0.07085362343536142,0.0,0.0,0.5495509143439488,0.0,0.0,0.31323315990351425,0.5743050062897788,0.0,0.31944928751659524,0.0,0.19728068070758004,0.17047887569598674
Bussiness as Usual,CA_SMUD,0.0,0.07004658993031086,0.0,0.0,0.5598461963680065,0.0,0.0,0.3129483884601751,0.8998158609778328,0.0,0.2942504064763079,0.0,0.21559848774933643,0.0
Bussiness as Usual,CO_DEN,0.0,0.07034407121721176,0.0,0.0,0.568144411598335,0.0,0.0,0.3162487056928074,0.8999412175497745,0.0,0.37849056105851914,0.0,0.2032411306563527,0.22592345620741272
